coat_value,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
D,1.76,1.913,1.841,1.801,1.742,1.644,0.043,0.043,0.043,0.042,0.043,0.042,1.76,1.913,1.841,1.801,1.742,1.644,0.043,0.043,0.043,0.042,0.043,0.042,1.76,1.913,1.841,1.801,1.742,1.644,0.043,0.043,0.043,0.042,0.043,0.042,1.76,1.913,1.841,1.801,1.742,1.644,0.043,0.043,0.043,0.042,0.043,0.042
E,0.783,0.818,0.777,0.805,0.843,0.703,0.042,0.043,0.045,0.042,0.042,0.04,0.783,0.818,0.777,0.805,0.843,0.703,0.042,0.043,0.045,0.042,0.042,0.04,0.783,0.818,0.777,0.805,0.843,0.703,0.042,0.043,0.045,0.042,0.042,0.04,0.783,0.818,0.777,0.805,0.843,0.703,0.042,0.043,0.045,0.042,0.042,0.04
F,0.274,0.261,0.261,0.23,0.242,0.253,0.042,0.043,0.041,0.042,0.04,0.041,0.274,0.261,0.261,0.23,0.242,0.253,0.042,0.043,0.041,0.042,0.04,0.041,0.274,0.261,0.261,0.23,0.242,0.253,0.042,0.043,0.041,0.042,0.04,0.041,0.274,0.261,0.261,0.23,0.242,0.253,0.042,0.043,0.041,0.042,0.04,0.041
G,0.098,0.093,0.098,0.094,0.093,0.093,0.042,0.041,0.041,0.04,0.041,0.041,0.098,0.093,0.098,0.094,0.093,0.093,0.042,0.041,0.041,0.04,0.041,0.041,0.098,0.093,0.098,0.094,0.093,0.093,0.042,0.041,0.041,0.04,0.041,0.041,0.098,0.093,0.098,0.094,0.093,0.093,0.042,0.041,0.041,0.04,0.041,0.041
H,0.051,0.041,0.042,0.043,0.042,0.042,0.04,0.041,0.043,0.041,0.039,0.041,0.051,0.041,0.042,0.043,0.042,0.042,0.04,0.041,0.043,0.041,0.039,0.041,0.051,0.041,0.042,0.043,0.042,0.042,0.04,0.041,0.043,0.041,0.039,0.041,0.051,0.041,0.042,0.043,0.042,0.042,0.04,0.041,0.043,0.041,0.039,0.041
I,2.921,2.996,2.94,2.274,2.904,2.942,0.041,0.04,0.042,0.043,0.04,0.041,2.921,2.996,2.94,2.274,2.904,2.942,0.041,0.04,0.042,0.043,0.04,0.041,2.921,2.996,2.94,2.274,2.904,2.942,0.041,0.04,0.042,0.043,0.04,0.041,2.921,2.996,2.94,2.274,2.904,2.942,0.041,0.04,0.042,0.043,0.04,0.041
J,2.919,3.02,3.012,2.971,2.941,2.921,0.04,0.042,0.043,0.042,0.041,0.041,2.919,3.02,3.012,2.971,2.941,2.921,0.04,0.042,0.043,0.042,0.041,0.041,2.919,3.02,3.012,2.971,2.941,2.921,0.04,0.042,0.043,0.042,0.041,0.041,2.919,3.02,3.012,2.971,2.941,2.921,0.04,0.042,0.043,0.042,0.041,0.041
K,2.627,2.641,2.827,2.552,2.342,2.642,0.041,0.043,0.04,0.041,0.042,0.042,2.627,2.641,2.827,2.552,2.342,2.642,0.041,0.043,0.04,0.041,0.042,0.042,2.627,2.641,2.827,2.552,2.342,2.642,0.041,0.043,0.04,0.041,0.042,0.042,2.627,2.641,2.827,2.552,2.342,2.642,0.041,0.043,0.04,0.041,0.042,0.042
L,1.76,1.913,1.841,1.801,1.742,1.644,0.043,0.043,0.043,0.042,0.043,0.042,1.76,1.913,1.841,1.801,1.742,1.644,0.043,0.043,0.043,0.042,0.043,0.042,1.76,1.913,1.841,1.801,1.742,1.644,0.043,0.043,0.043,0.042,0.043,0.042,1.76,1.913,1.841,1.801,1.742,1.644,0.043,0.043,0.043,0.042,0.043,0.042
M,0.783,0.818,0.777,0.805,0.843,0.703,0.042,0.043,0.045,0.042,0.042,0.04,0.783,0.818,0.777,0.805,0.843,0.703,0.042,0.043,0.045,0.042,0.042,0.04,0.783,0.818,0.777,0.805,0.843,0.703,0.042,0.043,0.045,0.042,0.042,0.04,0.783,0.818,0.777,0.805,0.843,0.703,0.042,0.043,0.045,0.042,0.042,0.04
N,0.274,0.261,0.261,0.23,0.242,0.253,0.042,0.043,0.041,0.042,0.04,0.041,0.274,0.261,0.261,0.23,0.242,0.253,0.042,0.043,0.041,0.042,0.04,0.041,0.274,0.261,0.261,0.23,0.242,0.253,0.042,0.043,0.041,0.042,0.04,0.041,0.274,0.261,0.261,0.23,0.242,0.253,0.042,0.043,0.041,0.042,0.04,0.041
O,0.098,0.093,0.098,0.094,0.093,0.093,0.042,0.041,0.041,0.04,0.041,0.041,0.098,0.093,0.098,0.094,0.093,0.093,0.042,0.041,0.041,0.04,0.041,0.041,0.098,0.093,0.098,0.094,0.093,0.093,0.042,0.041,0.041,0.04,0.041,0.041,0.098,0.093,0.098,0.094,0.093,0.093,0.042,0.041,0.041,0.04,0.041,0.041
P,0.051,0.041,0.042,0.043,0.042,0.042,0.04,0.041,0.043,0.041,0.039,0.041,0.051,0.041,0.042,0.043,0.042,0.042,0.04,0.041,0.043,0.041,0.039,0.041,0.051,0.041,0.042,0.043,0.042,0.042,0.04,0.041,0.043,0.041,0.039,0.041,0.051,0.041,0.042,0.043,0.042,0.042,0.04,0.041,0.043,0.041,0.039,0.041
Q,2.921,2.996,2.94,2.274,2.904,2.942,0.041,0.04,0.042,0.043,0.04,0.041,2.921,2.996,2.94,2.274,2.904,2.942,0.041,0.04,0.042,0.043,0.04,0.041,2.921,2.996,2.94,2.274,2.904,2.942,0.041,0.04,0.042,0.043,0.04,0.041,2.921,2.996,2.94,2.274,2.904,2.942,0.041,0.04,0.042,0.043,0.04,0.041
R,2.919,3.02,3.012,2.971,2.941,2.921,0.04,0.042,0.043,0.042,0.041,0.041,2.919,3.02,3.012,2.971,2.941,2.921,0.04,0.042,0.043,0.042,0.041,0.041,2.919,3.02,3.012,2.971,2.941,2.921,0.04,0.042,0.043,0.042,0.041,0.041,2.919,3.02,3.012,2.971,2.941,2.921,0.04,0.042,0.043,0.042,0.041,0.041
S,2.627,2.641,2.827,2.552,2.342,2.642,0.041,0.043,0.04,0.041,0.042,0.042,2.627,2.641,2.827,2.552,2.342,2.642,0.041,0.043,0.04,0.041,0.042,0.042,2.627,2.641,2.827,2.552,2.342,2.642,0.041,0.043,0.04,0.041,0.042,0.042,2.627,2.641,2.827,2.552,2.342,2.642,0.041,0.043,0.04,0.041,0.042,0.042
T,1.76,1.913,1.841,1.801,1.742,1.644,0.043,0.043,0.043,0.042,0.043,0.042,1.76,1.913,1.841,1.801,1.742,1.644,0.043,0.043,0.043,0.042,0.043,0.042,1.76,1.913,1.841,1.801,1.742,1.644,0.043,0.043,0.043,0.042,0.043,0.042,1.76,1.913,1.841,1.801,1.742,1.644,0.043,0.043,0.043,0.042,0.043,0.042
U,0.783,0.818,0.777,0.805,0.843,0.703,0.042,0.043,0.045,0.042,0.042,0.04,0.783,0.818,0.777,0.805,0.843,0.703,0.042,0.043,0.045,0.042,0.042,0.04,0.783,0.818,0.777,0.805,0.843,0.703,0.042,0.043,0.045,0.042,0.042,0.04,0.783,0.818,0.777,0.805,0.843,0.703,0.042,0.043,0.045,0.042,0.042,0.04
V,0.274,0.261,0.261,0.23,0.242,0.253,0.042,0.043,0.041,0.042,0.04,0.041,0.274,0.261,0.261,0.23,0.242,0.253,0.042,0.043,0.041,0.042,0.04,0.041,0.274,0.261,0.261,0.23,0.242,0.253,0.042,0.043,0.041,0.042,0.04,0.041,0.274,0.261,0.261,0.23,0.242,0.253,0.042,0.043,0.041,0.042,0.04,0.041
W,0.098,0.093,0.098,0.094,0.093,0.093,0.042,0.041,0.041,0.04,0.041,0.041,0.098,0.093,0.098,0.094,0.093,0.093,0.042,0.041,0.041,0.04,0.041,0.041,0.098,0.093,0.098,0.094,0.093,0.093,0.042,0.041,0.041,0.04,0.041,0.041,0.098,0.093,0.098,0.094,0.093,0.093,0.042,0.041,0.041,0.04,0.041,0.041
X,0.051,0.041,0.042,0.043,0.042,0.042,0.04,0.041,0.043,0.041,0.039,0.041,0.051,0.041,0.042,0.043,0.042,0.042,0.04,0.041,0.043,0.041,0.039,0.041,0.051,0.041,0.042,0.043,0.042,0.042,0.04,0.041,0.043,0.041,0.039,0.041,0.051,0.041,0.042,0.043,0.042,0.042,0.04,0.041,0.043,0.041,0.039,0.041
Y,2.921,2.996,2.94,2.274,2.904,2.942,0.041,0.04,0.042,0.043,0.04,0.041,2.921,2.996,2.94,2.274,2.904,2.942,0.041,0.04,0.042,0.043,0.04,0.041,2.921,2.996,2.94,2.274,2.904,2.942,0.041,0.04,0.042,0.043,0.04,0.041,2.921,2.996,2.94,2.274,2.904,2.942,0.041,0.04,0.042,0.043,0.04,0.041
Z,2.919,3.02,3.012,2.971,2.941,2.921,0.04,0.042,0.043,0.042,0.041,0.041,2.919,3.02,3.012,2.971,2.941,2.921,0.04,0.042,0.043,0.042,0.041,0.041,2.919,3.02,3.012,2.971,2.941,2.921,0.04,0.042,0.043,0.042,0.041,0.041,2.919,3.02,3.012,2.971,2.941,2.921,0.04,0.042,0.043,0.042,0.041,0.041
AA,2.627,2.641,2.827,2.552,2.342,2.642,0.041,0.043,0.04,0.041,0.042,0.042,2.627,2.641,2.827,2.552,2.342,2.642,0.041,0.043,0.04,0.041,0.042,0.042,2.627,2.641,2.827,2.552,2.342,2.642,0.041,0.043,0.04,0.041,0.042,0.042,2.627,2.641,2.827,2.552,2.342,2.642,0.041,0.043,0.04,0.041,0.042,0.042
AB,1.76,1.913,1.841,1.801,1.742,1.644,0.043,0.043,0.043,0.042,0.043,0.042,1.76,1.913,1.841,1.801,1.742,1.644,0.043,0.043,0.043,0.042,0.043,0.042,1.76,1.913,1.841,1.801,1.742,1.644,0.043,0.043,0.043,0.042,0.043,0.042,1.76,1.913,1.841,1.801,1.742,1.644,0.043,0.043,0.043,0.042,0.043,0.042
AC,0.783,0.818,0.777,0.805,0.843,0.703,0.042,0.043,0.045,0.042,0.042,0.04,0.783,0.818,0.777,0.805,0.843,0.703,0.042,0.043,0.045,0.042,0.042,0.04,0.783,0.818,0.777,0.805,0.843,0.703,0.042,0.043,0.045,0.042,0.042,0.04,0.783,0.818,0.777,0.805,0.843,0.703,0.042,0.043,0.045,0.042,0.042,0.04
AD,0.274,0.261,0.261,0.23,0.242,0.253,0.042,0.043,0.041,0.042,0.04,0.041,0.274,0.261,0.261,0.23,0.242,0.253,0.042,0.043,0.041,0.042,0.04,0.041,0.274,0.261,0.261,0.23,0.242,0.253,0.042,0.043,0.041,0.042,0.04,0.041,0.274,0.261,0.261,0.23,0.242,0.253,0.042,0.043,0.041,0.042,0.04,0.041
AE,0.098,0.093,0.098,0.094,0.093,0.093,0.042,0.041,0.041,0.04,0.041,0.041,0.098,0.093,0.098,0.094,0.093,0.093,0.042,0.041,0.041,0.04,0.041,0.041,0.098,0.093,0.098,0.094,0.093,0.093,0.042,0.041,0.041,0.04,0.041,0.041,0.098,0.093,0.098,0.094,0.093,0.093,0.042,0.041,0.041,0.04,0.041,0.041
AF,0.051,0.041,0.042,0.043,0.042,0.042,0.04,0.041,0.043,0.041,0.039,0.041,0.051,0.041,0.042,0.043,0.042,0.042,0.04,0.041,0.043,0.041,0.039,0.041,0.051,0.041,0.042,0.043,0.042,0.042,0.04,0.041,0.043,0.041,0.039,0.041,0.051,0.041,0.042,0.043,0.042,0.042,0.04,0.041,0.043,0.041,0.039,0.041
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coat_va6lue,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
A,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0
B,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0
C,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0
D,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0
E,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0
F,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0
G,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0
H,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0
I,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0
J,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0
K,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0
L,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0
M,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0
N,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0
O,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0
P,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0
Q,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0
R,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0
S,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0
T,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0
U,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0
V,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0
W,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0
X,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0
Y,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0
Z,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0
AA,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0
AB,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0
AC,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0
AD,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0
AE,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0
AF,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
coat_va0lue,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
A,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0
B,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0
C,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0
D,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0
E,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0
F,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0
G,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0
H,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0
I,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0
J,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0
K,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0
L,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0
M,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0
N,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0
